display_name,full_address,space_type,decade,year,lat,lon,amenities
Bank St. Piers,Greenwich Village,Other,1970s,1978,40.736453,-74.010241,"Cruisy Area,(AYOR)"
Bank St. Piers,Greenwich Village,Other,1970s,1979,40.736453,-74.010241,"(AYOR),Cruisy Area"
Bank Street Piers,Greenwich Village,Other,1970s,1977,40.736453,-74.010241,"Cruisy Area,(AYOR)"
Barbara'S,Midtown,Other,1970s,1977,40.755143,-73.965231,
Barbara'S,"957 1st Ave., Midtown",Other,1970s,1979,40.755601,-73.965309,
Barbara'S,Midtown,Other,1970s,1978,40.755143,-73.965231,
Barbary Coast,"64 7th Ave., Greenwich Village",Other,1970s,1979,40.7388673,-73.999723,
Barefoot Boy,"304 E. 39th St., Midtown",Other,1970s,1979,40.7476504,-73.973262,"(*),(YC),(D)"
Barefoot Boy,"304 E. 39th Street, Midtown",Other,1970s,1977,40.7476504,-73.973262,"(YC),(D),(*)"
Barefoot Boy,"304 E. 39th St., Midtown",Other,1970s,1978,40.7476504,-73.973262,"(YC),(*)"
Barn,"232 Park Ave., Greenwich Village",Other,1970s,1975,40.7377528,-73.988215,"(YC),(*)"
Barn,"232 Park Ave. S., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7377528,-73.988215,"(D),(R-1965-1989)"
Baron,Queens,Other,1970s,1972,40.725572,-73.862489,
Barrel Inn,"568 9th Ave., Manhattan",Other,1970s,1972,40.7578929,-73.992671,(RT)
Beach Haven,Staten Island,Other,1970s,1973,40.57149,-74.093163,(M-1965-1989)
Beach Haven,"901 Father Cappanado, Staten Island",Other,1970s,1979,40.5795317,-74.150201,"(G),(D),(PT)"
Beach Haven,Staten Island,Other,1970s,1972,40.57149,-74.093163,
Beacon Baths,"227 E. 45th St., Midtown",Other,1970s,1978,40.752406,-73.97177,(OC)
Beacon Baths,"227 E. 45th St., Manhattan",Other,1970s,1972,40.752406,-73.97177,(*)
Beacon Baths,"227 E. 45th St., Manhattan",Other,1970s,1974,40.752406,-73.97177,(*)
Beacon Baths,"227 E. 45th St., Midtown",Other,1970s,1979,40.752406,-73.97177,(OC)
Beacon Baths,"227 E. 45th St., Manhattan",Other,1970s,1975,40.752406,-73.97177,(*)
Beacon Baths,"227 E. 45th Street, Midtown",Other,1970s,1977,40.752406,-73.97177,(*)
Beacon Baths,"227 E. 45th St., Midtown",Other,1970s,1976,40.752406,-73.97177,(*)
Beaded Bag,"951 1st Ave., Manhattan",Other,1970s,1972,40.7554583,-73.965261,
Beaded Bag,"951 1st Ave., Manhattan",Restaurant / Cafe,1970s,1973,40.7554583,-73.965261,(R-1965-1989)
Beaon Baths,"227 E. 45th St., Manhattan",Other,1970s,1973,40.752406,-73.97177,
Beat Goes East,"601 Morris Park Ave., Bronx",Other,1970s,1975,40.8439791,-73.869598,"(D),(*)"
Beau Geste,"239 3rd Ave., Greenwich Village",Restaurant / Cafe,1970s,1974,40.736684,-73.984366,"(R-1965-1989),(*)"
Beau Geste,Greenwich Village,Restaurant / Cafe,1970s,1978,40.7335719,-74.002742,"(R-1965-1989),(*)"
Beau Geste,"239 3rd Ave., Greenwich Village",Restaurant / Cafe,1970s,1973,40.736684,-73.984366,"(R-1965-1989),(*)"
Beau Geste,"239 3rd Avenue, Greenwich Village",Restaurant / Cafe,1970s,1977,40.736684,-73.984366,"(R-1965-1989),(*)"
Beau Geste,"239 3rd Ave., Greenwich Village",Restaurant / Cafe,1970s,1976,40.736684,-73.984366,"(R-1965-1989),(*)"
Beau Geste,"239 3rd Ave., Greenwich Village",Restaurant / Cafe,1970s,1975,40.736684,-73.984366,"(R-1965-1989),(*)"
Beau Geste,"239 3rd Ave., Greenwich Village",Restaurant / Cafe,1970s,1979,40.736684,-73.984366,(R-1965-1989)
Beau'S Disco,"98 Beach St., Stapleton",Other,1970s,1977,40.6284688,-74.079557,(D)
Beekman Place,Uptown,Other,1970s,1977,40.753309,-73.964796,Cruisy Area
Beekman Place,Uptown,Other,1970s,1978,40.753309,-73.964796,Cruisy Area
Beekman Place,Uptown,Other,1970s,1979,40.753309,-73.964796,Cruisy Area
Besty Ross,"72-13 37th Ave., Jackson Heights",Other,1970s,1979,40.7490102,-73.893328,"(D),(*)"
Betsy Ross,"73-13 37th Rd., Jackson Heights",Other,1970s,1975,40.7473239,-73.891956,(D)
Betsy Ross,"73-13 37th Rd., Jackson Heights",Other,1970s,1977,40.7473239,-73.891956,(D)
Betsy Ross,"73-13 37th Rd., Jackson Heights",Other,1970s,1974,40.7473239,-73.891956,(D)
Betsy Ross,"73-13 37th Rd., Jackson Heights",Other,1970s,1978,40.7473239,-73.891956,(D)
Better Day'S,"316 W. 49th St., Manhattan",Other,1970s,1973,40.7620327,-73.987663,"(YC),(D)"
Better Days,"316 W. 49th St., Midtown",Other,1970s,1976,40.7620327,-73.987663,"(B-1970-1989),(D),(*)"
Better Days,"316 W. 49th St., Manhattan",Other,1970s,1975,40.7620327,-73.987663,"(B-1970-1989),(D),(*)"
Better Days,"316 W. 49th Street, Midtown",Other,1970s,1977,40.7620327,-73.987663,"(B-1970-1989),(D),(*)"
Better Days,"316 W. 49th St., Manhattan",Other,1970s,1974,40.7620327,-73.987663,"(YC),(D)"
Better Days,"316 W. 49th St., Midtown",Other,1970s,1978,40.7620327,-73.987663,"(B-1970-1989),(D)"
Better Days,"316 W. 49th St., Midtown",Other,1970s,1979,40.7620327,-73.987663,"(B-1970-1989),(D),(*)"
Better Half,"127 Livingston, Brooklyn",Other,1970s,1978,40.6909661,-73.988708,(D)
Big Dish,"383 W. 12th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.737755,-74.008756,"(M-1965-1989),(R-1965-1989)"
Big Dish,"383 W. 12th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.737755,-74.008756,"(M-1965-1989),(R-1965-1989)"
Big Dish,"383 W. 12th St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.737755,-74.008756,"(M-1965-1989),(R-1965-1989)"
Big Dish,"383 W. 12th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.737755,-74.008756,"(M-1965-1989),(R-1965-1989)"
Big Spender,"313 W. 48th St., Manhattan",Other,1970s,1974,40.7614461,-73.987665,
Big Spender,"315 W. 48th St., Midtown",Other,1970s,1978,40.7614739,-73.987726,(S-1965-2002)
Big Spender,"313 W. 48th St., Manhattan",Other,1970s,1975,40.7614461,-73.987665,
Big Spender,"313 W. 48th St., Midtown",Other,1970s,1976,40.7614461,-73.987665,
Big Spender,"313 W. 48th St., Manhattan",Other,1970s,1972,40.7614461,-73.987665,
Big Spender,"315 W. 48th St., Midtown",Other,1970s,1979,40.7614739,-73.987726,(E)
Big Spender,"313 W. 48th St., Manhattan",Other,1970s,1973,40.7614461,-73.987665,
Big Top Theatre,"1604 Broadway, Midtown",Other,1970s,1979,40.7604668,-73.984251,"(S-1965-2002),(E),(D)"
Big Top Theatre,"1604 Broadway , Midtown",Other,1970s,1978,40.7604668,-73.984251,
Bike Shop East,"381 3rd Ave., Midtown",Other,1970s,1979,40.741496,-73.980925,
Bike Stop,"230 W. 75th St., Manhattan",Other,1970s,1974,40.781064,-73.982005,
Bike Stop,"230 W. 75th St., Manhattan",Other,1970s,1975,40.781064,-73.982005,(*)
Bike Stop East,"381 3rd Ave., Midtown",Other,1970s,1976,40.741496,-73.980925,(*)
Bike Stop East,"381 3rd Ave., Manhattan",Other,1970s,1975,40.741496,-73.980925,
Bike Stop East,"381 3rd Avenue, Midtown",Other,1970s,1977,40.741496,-73.980925,(*)
Bike Stop East,"381 3rd Ave., Midtown",Other,1970s,1978,40.741496,-73.980925,(*)
Bike Stop West,"230 W. 75th St., Uptown",Other,1970s,1978,40.7651008,-73.983116,(*)
Bike Stop West,"230 W. 75th Street, Uptown",Other,1970s,1977,40.7651008,-73.983116,(*)
Bike Stop West,"230 W. 75th St., Uptown",Other,1970s,1979,40.7651008,-73.983116,"(WE),(*)"
Bill Bailey'S,"492 Bay St., Staten Island",Other,1970s,1977,40.6298996,-74.076815,"(R-1965-1989),(G),(D),(S-1965-2002),(*)"
Bill Bailey'S,"492 Bay St., Staten Island",Other,1970s,1979,40.6298996,-74.076815,"(M-1965-1989),(D),(S-1965-2002)"
Billy The Kid,"7607 Roosevelt Ave., Jackson Heights",Other,1970s,1978,40.7473326,-73.889296,(*)
Billy The Kid,"76-07 Roosevelt Ave., Jackson Heights",Other,1970s,1979,40.7473326,-73.889296,"(YC),(*),(W-1972-1989),(SM),(PT)"
Billy'S Corner,"696 6th Ave., Greenwich Village",Other,1970s,1974,40.7422884,-73.992972,(D)
Bitter End,"147 Bleecker St., Greenwich Village",Other,1970s,1975,40.7284267,-73.999152,"(HIP),(M-1965-1989),(S-1965-2002)"
Blazes,"42 W. 35th St., Manhattan",Restaurant / Cafe,1970s,1975,40.749779,-73.986039,(R-1965-1989)
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1974,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1973,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1976,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1978,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1975,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1979,40.736899,-74.005524,Cruisy Area
Bleecker & Hudson Sts.,Greenwich Village,Other,1970s,1972,40.736899,-74.005524,Cruisy Area
Bleecker Street,"302 Bleecker Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7324838,-74.00395,(R-1965-1989)
Bleecker Street,"302 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7324838,-74.00395,(R-1965-1989)
Bleeker & Hudson Streets,Greenwich Village,Other,1970s,1977,40.736899,-74.005524,Cruisy Area
Blitz,"at 36th St., Midtown",Other,1970s,1979,40.754064,-73.993496,(D)
Bobern Bar,"42 W. 28th St., Manhattan",Other,1970s,1975,40.7455089,-73.989821,
Bon Soir,"40 W. 8th Street, Greenwich Village",Other,1970s,1977,40.7329256,-73.998419,"(B-1970-1989),(YC),(D),(*)"
Bon Soir,"40 W. 8th St., Greenwich Village",Other,1970s,1976,40.7329256,-73.998419,"(B-1970-1989),(YC),(D)"
Bon Soir,"40 W. 8th St., Greenwich Village",Other,1970s,1974,40.7329256,-73.998419,"(B-1970-1989),(D)"
Bon Soir,"40 W. 8th St., Greenwich Village",Other,1970s,1972,40.7329256,-73.998419,"(*),(D)"
Bon Soir,"40 W. 8th St., Greenwich Village",Other,1970s,1975,40.7329256,-73.998419,"(B-1970-1989),(YC),(D)"
Bon Soir,"40 W. 8th St., Greenwich Village",Other,1970s,1973,40.7329256,-73.998419,"(B-1970-1989),(D)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village",Other,1970s,1977,40.7297021,-73.998957,"(G),(D),(E),(*)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village",Other,1970s,1976,40.7297021,-73.998957,"(G),(D),(E),(*)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village",Other,1970s,1975,40.7297021,-73.998957,"(G),(D),(*)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village",Other,1970s,1978,40.7297021,-73.998957,"(G),(D),(E),(*)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village",Other,1970s,1979,40.7297021,-73.998957,"(YC),(G),(D),(PT)"
Bonnie & Clydes,"82 W. 3rd St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7297021,-73.998957,"(D),(R-1965-1989)"
Bonnie & Clydes,"82 W. 3rd St., Greenwich Village",Other,1970s,1972,40.7297021,-73.998957,"(M-1965-1989),(D)"
Bonnie'S,"82 W. 3rd St., Greenwich Village",Restaurant / Cafe,1970s,1977,40.7297021,-73.998957,(R-1965-1989)
Bonnie'S,"8 W. 3rd St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7280254,-73.995458,(R-1965-1989)
Boot Hill,"317 Amsterdam Ave., Manhattan",Other,1970s,1975,40.7804473,-73.980043,"(YC),(W-1972-1989),(SM),(*)"
Boot Hill,"317 Amsterdam, Uptown",Other,1970s,1977,40.7804473,-73.980043,"(YC),(W-1972-1989),(SM),(*)"
Boot Hill,"317 Amsterdam Ave., Uptown",Other,1970s,1979,40.7804473,-73.980043,"(*),(W-1972-1989),(YC),(SM)"
Boot Hill,"715 Amsterdam Ave., Uptown",Other,1970s,1978,40.7930797,-73.970682,"(W-1972-1989),(*),(YC),(SM)"
Boots & Saddle,"67 Christopher St., Greenwich Village",Other,1970s,1976,40.7337487,-74.002678,"(W-1972-1989),(SM)"
Boots & Saddle,"67 Christopher St., Greenwich Village",Other,1970s,1977,40.7337487,-74.002678,"(W-1972-1989),(SM)"
Boots & Saddle,"76 Christopher St., Greenwich Village",Other,1970s,1979,40.7334603,-74.003403,"(W-1972-1989),(SM),(*)"
Boots & Saddle,"76 Christopher St., Greenwich Village",Other,1970s,1978,40.7334603,-74.003403,"(W-1972-1989),(SM),(*)"
Branding Iron,"165 A Ave., Greenwich Village",Other,1970s,1973,40.7459366,-74.005847,
Brazil,"86 Mills Ave., Staten Island",Other,1970s,1979,40.5950954,-74.067759,"(*),(G),(D),(S-1965-2002)"
Broadway Arms,"218 W. 49th St., Midtown",Other,1970s,1979,40.7608533,-73.985223,(D)
Broadway Disco,"7507 New Utricht Ave., Brooklyn",Other,1970s,1978,40.615297,-73.999841,"(D),(S-1965-2002),(*)"
Broadway Disco,"7507 New Utrecht Ave., Brooklyn",Other,1970s,1977,40.615297,-73.999841,"(D),(S-1965-2002),(*)"
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1974,40.707157,-73.945085,Cruisy Area
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1977,40.695221,-73.995855,Cruisy Area
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1973,40.707157,-73.945085,Cruisy Area
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1978,40.695221,-73.995855,Cruisy Area
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1979,40.695221,-73.995855,Cruisy Area
Brooklyn'S 'Promenade',Brooklyn,Other,1970s,1975,40.695221,-73.995855,Cruisy Area
Brothers & Sisters,"355 W. 46th St., Midtown",Other,1970s,1976,40.760804,-73.989832,"(M-1965-1989),(YC),(R-1965-1989),(E),(S-1965-2002)"
Brothers & Sisters,"355 W. 46th Street, Midtown",Other,1970s,1977,40.760804,-73.989832,"(*),(M-1965-1989),(YC),(R-1965-1989),(E),(S-1965-2002)"
Brothers & Sisters,"355 W. 46th St., Midtown",Restaurant / Cafe,1970s,1978,40.760804,-73.989832,"(R-1965-1989),(M-1965-1989),(YC)"
Brothers & Sisters,"355 W. 46th St., Manhattan",Other,1970s,1975,40.760804,-73.989832,"(YC),(S-1965-2002),(R-1965-1989),(E)"
Brothers & Sisters,"355 W. 46th St., Manhattan",Other,1970s,1973,40.760804,-73.989832,
Brothers And Sisters,"355 W. 46th St., Manhattan",Other,1970s,1974,40.760804,-73.989832,(*)
Brown Sugar,"234 W. 50th St., Manhattan",Other,1970s,1975,40.7617512,-73.985448,"(B-1970-1989),(E)"
Bump,"129 8th Avenue, Greenwich Village",Other,1970s,1977,40.7412221,-74.001453,(D)
Bushes,"23 W. 73rd St., Uptown",Other,1970s,1979,40.7776725,-73.976766,(R-1965-1989)
Bushes,"23 W. 73rd St., Manhattan",Other,1970s,1975,40.777703,-73.976713,"(R-1965-1989),(E)"
Bushes,"23 W. 73rd Street, Uptown",Other,1970s,1977,40.7776725,-73.976766,"(R-1965-1989),(E)"
Cabaret,"1436 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1974,40.7759901,-73.95636,"(R-1965-1989),(D),(S-1965-2002),(*)"
Cafe Bizarre,"106 W. 3rd St., Greenwich Village",Other,1970s,1975,40.7300526,-73.999693,(D)
Camp David,"1007 Lexington Avenue, Uptown",Other,1970s,1977,40.7707301,-73.961739,(*)
Camp David,"1007 Lexington Ave., Uptown",Other,1970s,1978,40.7707301,-73.961739,(*)
Candle Bar,"309 Amsterdam Avenue, Uptown",Other,1970s,1977,40.7801331,-73.980233,"(W-1972-1989),(SM),(PT),(*)"
Candle Bar,"309 Amsterdam Ave., Uptown",Other,1970s,1979,40.7801331,-73.980233,"(W-1972-1989),(*),(SM),(PT)"
Candle Bar,"309 Amsterdamn, Uptown",Other,1970s,1978,40.7801331,-73.980233,"(W-1972-1989),(SM),(PT),(*)"
Candlelight Lounge,"309 Amsterdam Ave., Manhattan",Other,1970s,1973,40.7801331,-73.980233,(*)
Candlelight Lounge,"309 Amsterdam, Manhattan",Other,1970s,1972,40.7801331,-73.980233,(*)
Candy Store,"44 W. 56th St., Manhattan",Other,1970s,1973,40.763028,-73.976667,"(HIP),(D),(PE),(*)"
Candy Store,"44 W. 56th St., Manhattan",Other,1970s,1972,40.763028,-73.976667,"(PE),(D),(*)"
Candy Store,"44 W. 56th St., Manhattan",Other,1970s,1974,40.763028,-73.976667,"(PE),(D),(*)"
Candy Store,"44 W. 56th St., Manhattan",Restaurant / Cafe,1970s,1975,40.763028,-73.976667,"(PE),(R-1965-1989),(E),(*)"
Carmine'S,"86 Mills Ave., Staten Island",Other,1970s,1972,40.5950954,-74.067759,
Carr'S,"204 W. 10th St., Greenwich Village",Other,1970s,1972,40.7338736,-74.003971,
Carr'S,"204 W. 10th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7338736,-74.003971,(R-1965-1989)
Carr'S,"204 W. 10th St., Greenwich Village",Other,1970s,1974,40.7338736,-74.003971,
Carr'S,"204 W. 19th St., Greenwich Village",Other,1970s,1979,40.741592,-73.997838,(OC)
Carr'S,"204 W. 10th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7338736,-74.003971,"(OC),(R-1965-1989)"
Carr'S,"204 W. 10th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7338736,-74.003971,"(R-1965-1989),(OC)"
Carr'S,"204 W. 10, Greenwich Village",Restaurant / Cafe,1970s,1978,40.7338736,-74.003971,"(R-1965-1989),(OC)"
Carr'S,"204 W. 10th St., Greenwich Village",Other,1970s,1973,40.7338736,-74.003971,(*)
Casa Maria,"53rd W. 19th St., Greenwich Village",Other,1970s,1978,40.7636293,-73.981035,(G)
Casa Laredo,"551 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1973,40.7352609,-74.006303,"(M-1965-1989),(R-1965-1989)"
Casa Laredo,"551 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1972,40.7352609,-74.006303,"(M-1965-1989),(R-1965-1989)"
Casa Maria,"53 W. 19th St., Greenwich Village",Other,1970s,1979,40.740279,-73.993731,"(G),(D),(E),(WE),(*)"
Casa Paco,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7334848,-74.004603,"(M-1965-1989),(R-1965-1989)"
Casa Paco,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1977,40.7334848,-74.004603,"(M-1965-1989),(R-1965-1989)"
Casa Paco,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7334848,-74.004603,"(M-1965-1989),(R-1965-1989)"
Casa Paco Mexican,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7334848,-74.004603,(R-1965-1989)
Casa Paco Mexican,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7334848,-74.004603,"(R-1965-1989),(M-1965-1989)"
Casino Coffee Shop,"22 E. 38th St., Midtown",Restaurant / Cafe,1970s,1977,40.7500345,-73.980953,"(R-1965-1989),(C-1965-1989),(AH)"
Cave,Greenwich Village,Other,1970s,1974,40.736197,-74.008326,(SM)
Cave,Greenwich Village,Other,1970s,1977,40.736197,-74.008326,
Cave,"24 E. 22nd St., Greenwich Village",Other,1970s,1979,40.739904,-73.988356,"(AH),(D)"
Cell Block,"372 W. 11th St., Greenwich Village",Other,1970s,1976,40.735189,-74.009565,"(SM),(C-1965-1989),(AH),(*)"
Cell Block,"372 W. 11th St., Greenwich Village",Other,1970s,1973,40.735189,-74.009565,"(SM),(*)"
Cell Block,"372 W. 11th St., Greenwich Village",Other,1970s,1979,40.735189,-74.009565,(SM)
Cell Block,"372 W. 11th St., Greenwich Village",Other,1970s,1978,40.735189,-74.009565,"(SM),(AH)"
Cell Block,"372 W. 11th St., Greenwich Village",Other,1970s,1974,40.735189,-74.009565,"(SM),(*)"
Cell Block,"373 W. 11th St., Greenwich Village",Other,1970s,1975,40.7355248,-74.009295,"(SM),(*)"
Cell Block,"372 W. 11th Street, Greenwich Village",Other,1970s,1977,40.735189,-74.009565,"(SM),(AH)"
Central Park,Manhattan,Other,1970s,1974,40.773823,-73.970818,Cruisy Area
Central Park,Uptown,Other,1970s,1979,40.773823,-73.970818,"(AYOR),Cruisy Area"
Central Park,Manhattan,Other,1970s,1973,40.773823,-73.970818,Cruisy Area
Central Park,Manhattan,Other,1970s,1972,40.773823,-73.970818,Cruisy Area
Central Park West,Uptown,Other,1970s,1978,40.784612,-73.969822,Cruisy Area
Central Park West,Uptown,Other,1970s,1977,40.784612,-73.969822,Cruisy Area
Central Park West,Uptown,Other,1970s,1979,40.784612,-73.969822,Cruisy Area
Central Park- Bethesda Fountain,Uptown,Other,1970s,1978,40.773823,-73.970818,"Cruisy Area,(AYOR)"
Central Park- Bethesda Fountain,Uptown,Other,1970s,1977,40.773823,-73.970818,"Cruisy Area,(AYOR)"
Central Park- Bethesda Fountain & The 'Rambles',Manhattan,Other,1970s,1975,40.773823,-73.970818,Cruisy Area
Chairman,"360 Lexington Ave., Midtown",Restaurant / Cafe,1970s,1976,40.7505138,-73.976973,(R-1965-1989)
Chalice,"185 W. 10th Street, Greenwich Village",Other,1970s,1977,40.734474,-74.002861,"(*),(D)"
Challice Ii,"98 3rd Ave., Greenwich Village",Other,1970s,1978,40.732426,-73.988172,"(D),(P-1965-1989),(AH),(*)"
Chamelion,"88 King St., Greenwich Village",Other,1970s,1977,40.7278419,-74.006717,"(P-1965-1989),(D),(AH)"
Chap'S,"1558 3rd Ave., Uptown",Other,1970s,1978,40.7799392,-73.953502,(PT)
Chap'S,"1558 3rd Ave., Uptown",Other,1970s,1979,40.7799392,-73.953502,"(*),(PT)"
Chaps On Second,"945 2nd Ave., Midtown",Restaurant / Cafe,1970s,1979,40.7551309,-73.968701,"(PE),(R-1965-1989)"
Charade,Manhattan,Other,1970s,1974,40.78234,-73.948546,(B-1970-1989)
Charlie & Kelly'S,"259 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7354258,-74.003141,"(M-1965-1989),(R-1965-1989)"
Charlie & Kelly'S,"259 W. 4th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7354258,-74.003141,"(R-1965-1989),(*)"
Charlie & Kelly'S,"259 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7354258,-74.003141,"(R-1965-1989),(*)"
Charlie & Kelly'S,"259 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7354258,-74.003141,"(R-1965-1989),(*)"
Charlie & Kelly'S,"259 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7354258,-74.003141,"(R-1965-1989),(*)"
Charlie & Kelly'S,"259 W. 4th St., Greenwich Village",Other,1970s,1978,40.7354258,-74.003141,"(R-1965-1989),(*)"
Charlie'S Also,"1154 1st Ave., Manhattan",Other,1970s,1974,40.7622008,-73.959744,
Chesterfield Lounge,"1496 Flatbush Ave., Brooklyn",Other,1970s,1978,40.634104,-73.949488,
Chez Bippy,"2207 Boller Ave., Bronx",Other,1970s,1974,40.8603228,-73.824921,"(D),(G)"
Chez Roman,"1406 3rd Ave., Uptown",Restaurant / Cafe,1970s,1979,40.7749717,-73.957117,"(M-1965-1989),(R-1965-1989)"
Chez Roman,"1406 3rd Ave., Uptown",Restaurant / Cafe,1970s,1978,40.7749717,-73.957117,"(M-1965-1989),(R-1965-1989)"
Chick 'N Rib,"29 Greenwich, Greenwich Village",Restaurant / Cafe,1970s,1972,40.7223727,-74.009621,(R-1965-1989)
Chipp'S Pub,"150 Columbus Avenue, Uptown",Other,1970s,1977,40.7740005,-73.981675,(M-1965-1989)
Chipp'S Pub,"150 Columbus Ave., Manhattan",Other,1970s,1975,40.7740005,-73.981675,(M-1965-1989)
Chipp'S Pub,"150 Columbus, Manhattan",Other,1970s,1974,40.7740005,-73.981675,(M-1965-1989)
Chirstopher St.,Greenwich Village,Other,1970s,1975,40.732422,-74.010231,Cruisy Area
Choo Choo'S Pier,"392 West Street, Greenwich Village",Other,1970s,1977,40.7329072,-74.010073,"(W-1972-1989),(SM)"
Christopher & Hudson Street Book Store,"500 Hudson St., Greenwich Village",Other,1970s,1979,40.73299,-74.006136,
Christopher St.,Greenwich Village,Other,1970s,1974,40.732422,-74.010231,Cruisy Area
Christopher St.,Greenwich Village,Other,1970s,1978,40.732422,-74.010231,Cruisy Area
Christopher St.,Greenwich Village,Other,1970s,1979,40.732422,-74.010231,Cruisy Area
Christopher St.,Greenwich Village,Other,1970s,1976,40.732422,-74.010231,Cruisy Area
Christopher Street,Greenwich Village,Other,1970s,1977,40.732422,-74.010231,Cruisy Area
Christopher Street,Greenwich Village,Other,1970s,1972,40.732422,-74.010231,Cruisy Area
Christopher Street,Greenwich Village,Other,1970s,1973,40.732422,-74.010231,Cruisy Area
Christopher'S End,"180 Christopher St., Greenwich Village",Other,1970s,1972,40.7322754,-74.009977,"(P-1965-1989),(D),(*)"
Chuck'S Place,"477 Amsterdam Ave., Uptown",Other,1970s,1978,40.7855119,-73.97623,
Church Of Beloved Disciple,"300 9th Ave., Greenwich Village",Other,1970s,1973,40.7494065,-73.998948,
Church Of The Beloved Disciple,"154 Lexington Ave., Greenwich Village",Other,1970s,1974,40.743848,-73.981901,
Church Of The Beloved Disciple,"154 Lexington Ave., Greenwich Village",Other,1970s,1975,40.743848,-73.981901,
Church Of The Beloved Disciple,"348 W. 14th St., Greenwich Village",Other,1970s,1976,40.7404517,-74.004747,
Church Of The Beloved Disciple,"348 W. 14th St., Greenwich Village",Other,1970s,1979,40.7404517,-74.004747,
Cinderella Club,"82 W. 3rd St., Greenwich Village",Other,1970s,1972,40.7297021,-73.998957,
Circus Cinema,Midtown,Other,1970s,1979,40.760802,-73.984521,
Circus Lounge,"1369 Flatbush Ave., Brooklyn",Other,1970s,1973,40.6376092,-73.952416,"(YC),(D),(*)"
Circus Lounge,"1369 Flatbush Ave., Brooklyn",Other,1970s,1972,40.6376092,-73.952416,"(YC),(*)"
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1975,40.7236446,-73.987949,(*)
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1976,40.7236446,-73.987949,(*)
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1974,40.7236446,-73.987949,"(YC),(*)"
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1979,40.7236446,-73.987949,"(*),(YC),(SM),(W-1972-1989)"
Club Baths,"24 1st Avenue, Greenwich Village",Other,1970s,1977,40.7236446,-73.987949,(*)
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1973,40.7236446,-73.987949,"(YC),(*)"
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1972,40.7236446,-73.987949,
Club Baths,"24 1st Ave., Greenwich Village",Other,1970s,1978,40.7236446,-73.987949,"(YC),(PT),(SM),(W-1972-1989),(*)"
Club Four-O,"7319 Broadway, Jackson Heights",Other,1970s,1978,40.7470072,-73.891878,"(P-1965-1989),(D)"
